"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-08-31",,,,,"28.2","H,,S","33.9",",,I","17.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-01",,,,,"27.9","H,,S","36.1",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-02",,,,,"29.6","H,,S","37.8",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-03",,,,,"28.4","H,,S","36.1",",,I","22.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-04",,,,,"25.7","H,,S","31.1",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-05",,,,,"22.6","H,,S","26.1",",,I","20.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-06",,,,,"22.4","H,,S","28.9",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-07",,,,,"23.5","H,,S","32.2",",,I","12.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-08",,,,,"24.1","H,,S","31.1",",,I","18.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-09",,,,,"20.7","H,,S","26.1",",,I","17.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-10",,,,,"21.3","H,,S","25.0",",,I","17.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-11",,,,,"21.1","H,,S","26.1",",,I","17.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-12",,,,,"21.5","H,,S","27.8",",,I","12.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-13",,,,,"25.2","H,,S","32.2",",,I","17.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-14",,,,,"24.8","H,,S","32.2",",,I","17.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-15",,,,,"23.5","H,,S","30.0",",,I","17.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-16",,,,,"22.8","H,,S","27.8",",,I","17.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-17",,,,,"22.3","H,,S","28.9",",,I","12.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-18",,,,,"22.7","H,,S","32.2",",,I","12.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-19",,,,,"24.5","H,,S","31.1",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-20",,,,,"24.5","H,,S","33.9",",,I","12.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-21",,,,,"25.3","H,,S","37.2",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-22",,,,,"25.1","H,,S","33.9",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-23",,,,,"24.2","H,,S","33.9",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-24",,,,,"25.1","H,,S","33.9",",,I","15.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-25",,,,,"25.0","H,,S","32.8",",,I","15.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-26",,,,,"25.9","H,,S","32.8",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-27",,,,,"25.0","H,,S","32.2",",,I","15.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-28",,,,,"24.1","H,,S","32.8",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-29",,,,,"24.1","H,,S","32.8",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-09-30",,,,,"24.6","H,,S","33.9",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-01",,,,,"25.1","H,,S","32.8",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-02",,,,,"26.8","H,,S","33.9",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-03",,,,,"25.7","H,,S","35.0",",,I","15.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-04",,,,,"28.4","H,,S","35.0",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-05",,,,,"24.2","H,,S","30.0",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-06",,,,,"20.6","H,,S","23.9",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-07",,,,,"20.7","H,,S","25.0",",,I","12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-08",,,,,"22.1","H,,S","27.2",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-09",,,,,"19.8","H,,S","27.2",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-10",,,,,"22.8","H,,S","31.1",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-11",,,,,"21.9","H,,S","31.1",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-12",,,,,"23.9","H,,S","31.1",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-13",,,,,"23.8","H,,S","32.2",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-14",,,,,"23.3","H,,S",,,"10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-15",,,,,"24.3","H,,S","32.2",",,I","12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-16",,,,,"24.8","H,,S","32.2",",,I","12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-17",,,,,"23.6","H,,S","32.2",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-18",,,,,"23.2","H,,S","28.9",",,I","12.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-19",,,,,"21.0","H,,S","25.0",",,I","17.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-20",,,,,"18.1","H,,S","27.2",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-21",,,,,"18.7","H,,S",,,"11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-22",,,,,"19.6","H,,S","30.0",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-23",,,,,"21.4","H,,S","31.1",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-24",,,,,"20.0","H,,S","26.1",",,I","17.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-25",,,,,"18.2","H,,S","25.0",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-26",,,,,"16.2","H,,S","22.2",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-27",,,,,"16.8","H,,S","22.8",",,I","12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-28",,,,,"19.2","H,,S","25.0",",,I","16.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-29",,,,,"17.6","H,,S","27.2",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-30",,,,,"17.4","H,,S","23.9",",,I","12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-10-31",,,,,"15.6","H,,S","22.2",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-01",,,,,"14.9","H,,S","20.0",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-02",,,,,"16.9","H,,S","23.9",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-03",,,,,"15.4","H,,S","23.9",",,I","7.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-04",,,,,"16.0","H,,S","26.1",",,I","8.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-05",,,,,"16.9","H,,S","31.1",",,I","7.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-06",,,,,"16.3","H,,S","20.0",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-07",,,,,"17.3","H,,S","22.8",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-08",,,,,"17.2","H,,S",,,"11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-09",,,,,"17.4","H,,S","27.2",",,I","6.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-10",,,,,"16.8","H,,S","30.0",",,I","7.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-11",,,,,"17.2","H,,S","22.8",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-12",,,,,"17.3","H,,S","21.1",",,I","13.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-13",,,,,"16.6","H,,S","25.0",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-14",,,,,"15.5","H,,S","26.1",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-15",,,,,"18.1","H,,S","28.9",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-16",,,,,"19.7","H,,S","27.8",",,I","11.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-17",,,,,"18.7","H,,S","26.1",",,I","12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-18",,,,,"16.7","H,,S","26.1",",,I","8.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-19",,,,,"16.9","H,,S","25.0",",,I","8.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-20",,,,,"16.3","H,,S","20.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-21",,,,,"13.9","H,,S",,,"12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-22",,,,,"15.4","H,,S",,,"10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-23",,,,,"11.8","H,,S",,,"5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-24",,,,,"8.8","H,,S","17.8",",,I","2.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-25",,,,,"9.9","H,,S","16.1",",,I","3.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-26",,,,,"13.3","H,,S","22.8",",,I","6.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-27",,,,,"16.4","H,,S","22.8",",,I","8.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-28",,,,,"11.8","H,,S","17.8",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-29",,,,,"8.2","H,,S","15.0",",,I","2.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-11-30",,,,,"11.1","H,,S","16.1",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-01",,,,,"8.6","H,,S","16.1",",,I","3.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-02",,,,,"8.8","H,,S","12.2",",,I","3.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-03",,,,,"10.9","H,,S","17.2",",,I","6.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-04",,,,,"13.4","H,,S","17.2",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-05",,,,,"14.3","H,,S","17.8",",,I","12.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-06",,,,,"11.8","H,,S","20.0",",,I","7.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-07",,,,,"10.3","H,,S","20.0",",,I","2.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-08",,,,,"11.1","H,,S","17.2",",,I","7.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-09",,,,,"9.1","H,,S","12.8",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-10",,,,,"8.6","H,,S","17.2",",,I","1.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-11",,,,,"12.2","H,,S","17.8",",,I","6.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-12",,,,,"8.3","H,,S","12.2",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-13",,,,,"9.7","H,,S","12.2",",,I","7.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-14",,,,,"7.0","H,,S","8.9",",,I","3.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-15",,,,,"9.9","H,,S","12.8",",,I","7.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-16",,,,,"10.4","H,,S","13.9",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-17",,,,,"8.9","H,,S","13.9",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-18",,,,,"9.7","H,,S","12.2",",,I","7.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-19",,,,,"9.2","H,,S","13.9",",,I","7.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-20",,,,,"9.4","H,,S","15.0",",,I","2.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-21",,,,,"8.1","H,,S","11.1",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-22",,,,,"5.1","H,,S","12.8",",,I","-1.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-23",,,,,"6.5","H,,S","16.1",",,I","0.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-24",,,,,"8.1","H,,S","17.2",",,I","1.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-25",,,,,"10.2","H,,S","18.9",",,I","3.9",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-26",,,,,"9.8","H,,S","13.9",",,I","7.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-27",,,,,"7.5","H,,S","12.8",",,I","2.8",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-28",,,,,"8.6","H,,S","10.0",",,I","6.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-29",,,,,"9.4","H,,S","17.2",",,I","6.1",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-30",,,,,"8.0","H,,S","15.0",",,I","2.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1967-12-31",,,,,"6.7","H,,S","11.1",",,I","2.2",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-01",,,,,"9.4","H,,S","17.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-02",,,,,"11.0","H,,S","15.0",",,I","8.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-03",,,,,"10.6","H,,S","14.0",",,I","8.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-04",,,,,"10.6","H,,S","13.0",",,I","8.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-05",,,,,"11.1","H,,S","16.0",",,I","8.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-06",,,,,"7.3","H,,S",,,"4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-07",,,,,"8.3","H,,S","12.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-08",,,,,"9.7","H,,S",,,"7.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-09",,,,,"9.6","H,,S","13.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-10",,,,,"7.4","H,,S","12.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-11",,,,,"8.8","H,,S",,,"4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-12",,,,,"8.8","H,,S","13.0",",,I","6.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-13",,,,,"8.6","H,,S","16.0",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-14",,,,,"5.3","H,,S",,,"-1.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-15",,,,,"9.6","H,,S","17.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-16",,,,,"10.5","H,,S","17.0",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-17",,,,,"8.2","H,,S","11.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-18",,,,,"10.8","H,,S","17.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-20",,,,,"10.3","H,,S","16.0",",,I","6.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-21",,,,,"12.0","H,,S",,,,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-22",,,,,"9.0","H,,S",,,"4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-23",,,,,"6.6","H,,S","11.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-24",,,,,"10.0","H,,S","13.0",",,I","7.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-25",,,,,"9.2","H,,S","12.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-26",,,,,"9.5","H,,S","12.0",",,I","8.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-27",,,,,"9.1","H,,S","13.0",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-28",,,,,"10.6","H,,S","14.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-29",,,,,"10.2","H,,S","13.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-30",,,,,"10.9","H,,S","17.0",",,I","8.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-01-31",,,,,"13.0","H,,S",,,,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-01",,,,,"8.8","H,,S","13.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-02",,,,,"6.6","H,,S","11.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-03",,,,,"8.4","H,,S","12.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-04",,,,,"9.4","H,,S","13.0",",,I","7.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-05",,,,,"10.4","H,,S","15.0",",,I","9.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-06",,,,,"10.4","H,,S","16.0",",,I","6.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-07",,,,,"9.7","H,,S","17.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-08",,,,,"8.3","H,,S","18.0",",,I","0.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-09",,,,,"11.2","H,,S","21.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-10",,,,,"10.0","H,,S","15.0",",,I","6.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-11",,,,,"9.6","H,,S","13.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-12",,,,,"7.5","H,,S","11.0",",,I","6.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-13",,,,,"9.0","H,,S","17.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-14",,,,,"9.8","H,,S","12.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-15",,,,,"7.3","H,,S","17.0",",,I","1.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-16",,,,,"7.1","H,,S","14.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-17",,,,,"5.6","H,,S","10.0",",,I","1.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-18",,,,,"8.0","H,,S","14.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-19",,,,,"5.9","H,,S","11.0",",,I","2.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-20",,,,,"6.6","H,,S","12.0",",,I","2.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-21",,,,,"6.4","H,,S","11.0",",,I","2.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-22",,,,,"9.3","H,,S","11.0",",,I","6.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-23",,,,,"10.7","H,,S","13.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-25",,,,,"12.6","H,,S","16.0",",,I","10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-26",,,,,"10.0","H,,S","15.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-27",,,,,"7.1","H,,S","12.0",",,I","6.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-02-28",,,,,"4.3","H,,S","10.0",",,I","1.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-01",,,,,"5.8","H,,S","10.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-02",,,,,"4.7","H,,S","15.0",",,I","-2.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-03",,,,,"7.4","H,,S","12.0",",,I","2.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-04",,,,,"9.5","H,,S","15.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-05",,,,,"9.4","H,,S","18.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-06",,,,,"11.0","H,,S","22.0",",,I","1.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-07",,,,,"10.0","H,,S","17.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-08",,,,,"9.5","H,,S","15.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-09",,,,,"8.7","H,,S","15.0",",,I","3.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-10",,,,,"9.0","H,,S","15.0",",,I","1.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-11",,,,,"8.0","H,,S","13.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-12",,,,,"5.7","H,,S","7.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-13",,,,,"9.3","H,,S","15.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-14",,,,,"8.5","H,,S","14.0",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-15",,,,,"7.2","H,,S","13.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-16",,,,,"6.4","H,,S","12.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-17",,,,,"7.4","H,,S","10.0",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-18",,,,,"8.2","H,,S","13.0",",,I","5.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-19",,,,,"7.4","H,,S","16.0",",,I","2.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-20",,,,,"5.4","H,,S",,,"0.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-22",,,,,"13.5","H,,S",,,"10.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-23",,,,,"13.1","H,,S","17.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-24",,,,,"13.2","H,,S","19.0",",,I","11.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-25",,,,,"13.6","H,,S","18.0",",,I",,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-26",,,,,"9.6","H,,S",,,,
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-27",,,,,"8.4","H,,S","12.0",",,I","4.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-28",,,,,"11.2","H,,S",,,"8.0",",,I"
"TS000060725","JENDOUBA, TS","36.48","8.8","143.0","1973-03-31",,,,,"11.5","H,,S","17.0",",,I","6.0",",,I"
